0.332247,0.342872,214.60343,1
0.332203,0.342925,214.577875,1
0.332243,0.34286,214.62127,1
0.332235,0.34281,214.621216,1
0.332259,0.342156,215.008737,1
0.332248,0.34217,215.010224,1
0.332234,0.342172,214.985325,1
0.332244,0.342782,214.66658,1
0.332263,0.342474,214.667898,1
0.332235,0.342873,214.630852,1
0.332235,0.342828,214.633352,1
0.332242,0.342834,214.605681,1
0.332252,0.34248,214.673456,1
0.332221,0.34285,214.603508,1
0.332245,0.342862,214.639334,1
0.332231,0.342852,214.611937,1
0.332269,0.342469,214.669136,1
0.332245,0.34313,214.318157,1
0.332239,0.34285,214.604202,1
0.332232,0.342825,214.627057,1
0.332262,0.342487,214.67609,1
0.332254,0.342461,214.658576,1
0.332269,0.342447,214.678901,1
0.332243,0.342449,214.677073,1
0.332222,0.342847,214.619523,1
0.332237,0.342486,214.672111,1
0.332242,0.34248,214.644866,1
0.332233,0.342843,214.528351,1
0.332224,0.342836,214.613634,1
0.332237,0.342476,214.665403,1
0.33221,0.34216,214.98886,1
0.332234,0.342854,214.618697,1
0.332212,0.342862,214.612441,1
0.332225,0.342853,214.615265,1
0.332226,0.342486,214.663873,1
0.332243,0.34288,214.60713,1
0.332207,0.342812,214.62073,1
0.332231,0.342812,214.631695,1
0.332215,0.342178,214.986616,1
0.332206,0.342844,214.59994,1
0.332224,0.342829,214.637966,1
0.332237,0.342455,214.662373,1
0.332219,0.342771,214.659324,1
0.33223,0.342161,215.00617,1
0.332244,0.34243,214.702316,1
0.332206,0.342803,214.571432,1
0.332196,0.343138,214.256925,1
0.332212,0.342428,214.664292,1
0.332224,0.342801,214.653965,1
0.332238,0.342444,214.660998,1
0.332233,0.342443,214.652045,1
0.332204,0.342766,214.658546,1
0.332222,0.342791,214.653151,1
0.334133,0.343703,211.259113,2
0.33411,0.343348,211.568472,2
0.334111,0.343666,211.233362,2
0.334116,0.343343,211.596945,2
0.334115,0.343658,211.252317,2
0.334122,0.343703,211.248017,2
0.334092,0.344054,211.320826,2
0.334132,0.34369,211.276841,2
0.334118,0.343695,211.21194,2
0.334103,0.343681,211.273633,2
0.334091,0.343303,211.545246,2
0.334111,0.344098,211.233333,2
0.334105,0.344075,211.250401,2
0.334122,0.343625,211.284383,2
0.334121,0.34368,211.220434,2
0.334098,0.344079,211.288325,2
0.334097,0.343644,211.26593,2
0.334125,0.343665,211.262008,2
0.334078,0.344067,211.281759,2
0.334093,0.344054,211.214638,2
0.334079,0.344069,211.244369,2
0.334082,0.343251,211.606049,2
0.334123,0.343656,211.250645,2
0.334103,0.343246,211.624152,2
0.33413,0.343673,211.214623,2
0.334077,0.344063,211.269085,2
0.334061,0.343273,211.606428,2
0.3341,0.343676,211.236003,2
0.334083,0.343357,211.543586,2
0.334116,0.343667,211.277944,2
0.334117,0.344077,211.200279,2
0.334117,0.343658,211.268792,2
0.33411,0.344451,210.841444,2
0.334105,0.343317,211.567888,2
0.334089,0.344074,211.269128,2
0.334093,0.344067,211.272283,2
0.334081,0.344046,211.253581,2
0.334108,0.344061,211.245528,2
0.334102,0.343701,211.197923,2
0.334116,0.344459,210.828019,2
0.334092,0.344013,211.241262,2
0.33411,0.343602,211.216492,2
0.3341,0.34441,210.833796,2
0.334114,0.343637,211.286571,2
0.33411,0.344043,211.260789,2
0.334079,0.344095,211.19941,2
0.334109,0.344413,210.900203,2
0.334104,0.34367,211.213395,2
0.334093,0.343648,211.229729,2
0.334121,0.343639,211.232525,2
0.334091,0.343641,211.272319,2
0.334084,0.344028,211.216826,2
0.334061,0.344119,211.137842,2
0.33407,0.344063,211.203697,2
0.334087,0.344023,211.181425,2
0.334082,0.344011,211.218217,2
0.335037,0.346089,213.381354,3
0.335024,0.345644,213.431879,3
0.335014,0.345645,213.429601,3
0.335012,0.345242,213.823028,3
0.335005,0.34604,213.401396,3
0.335002,0.346047,213.416308,3
0.334989,0.345993,213.56154,3
0.335021,0.345634,213.455545,3
0.334993,0.346119,213.387106,3
0.335003,0.346073,213.397777,3
0.334988,0.346067,213.427651,3
0.335025,0.346078,213.524553,3
0.334977,0.346001,213.547224,3
0.334977,0.346017,213.554,3
0.335023,0.34564,213.441806,3
0.335025,0.346107,213.385014,3
0.335011,0.346031,213.435213,3
0.335014,0.345275,213.787358,3
0.335002,0.346053,213.434175,3
0.334984,0.345232,213.92661,3
0.335009,0.346056,213.400141,3
0.335034,0.34563,213.45085,3
0.335037,0.345633,213.558874,3
0.335008,0.345591,213.461016,3
0.334971,0.34608,213.395698,3
0.335012,0.346024,213.429651,3
0.335032,0.345669,213.424125,3
0.334979,0.345998,213.423654,3
0.33501,0.345653,213.448919,3
0.335028,0.345623,213.451847,3
0.335024,0.345667,213.550737,3
0.334979,0.34604,213.523736,3
0.334991,0.346032,213.400589,3
0.334978,0.34596,213.424771,3
0.335001,0.345591,213.459642,3
0.335007,0.345632,213.44522,3
0.334996,0.345243,213.807056,3
0.334988,0.346094,213.38481,3
0.334995,0.346064,213.406791,3
0.335019,0.345644,213.449672,3
0.335019,0.345673,213.438048,3
0.335009,0.346054,213.416109,3
0.335035,0.345667,213.447623,3
0.335004,0.345237,213.813765,3
0.334999,0.346076,213.396444,3
0.334985,0.346051,213.410271,3
0.335018,0.345572,213.578301,3
0.334987,0.34522,213.930692,3
0.335017,0.346081,213.399457,3
0.334975,0.346006,213.538817,3
0.334964,0.346095,213.394943,3
0.335001,0.346076,213.394362,3
0.334997,0.34605,213.413105,3
0.33501,0.346062,213.406604,3
0.334994,0.346075,213.394055,3
