0.331970,0.343074,212.387893,1.000000,
0.331952,0.342737,212.668896,1.000000,
0.331947,0.342372,212.716278,1.000000,
0.331921,0.342781,212.698586,1.000000,
0.331955,0.343126,212.395973,1.000000,
0.331939,0.342803,212.703094,1.000000,
0.331951,0.343118,212.364238,1.000000,
0.331957,0.342382,212.726514,1.000000,
0.331951,0.342399,212.738964,1.000000,
0.331935,0.343087,212.395948,1.000000,
0.331952,0.343108,212.377205,1.000000,
0.331977,0.342428,212.712305,1.000000,
0.331949,0.342789,212.712082,1.000000,
0.331943,0.342748,212.745604,1.000000,
0.331949,0.342409,212.691438,1.000000,
0.331956,0.343117,212.393533,1.000000,
0.331958,0.343089,212.387697,1.000000,
0.331938,0.342406,212.729866,1.000000,
0.331944,0.342092,213.035383,1.000000,
0.331950,0.342700,212.780009,1.000000,
0.331957,0.342364,212.698494,1.000000,
0.331940,0.342788,212.670531,1.000000,
0.331959,0.342431,212.712486,1.000000,
0.331939,0.342808,212.673315,1.000000,
0.331947,0.342778,212.700484,1.000000,
0.331953,0.343126,212.300204,1.000000,
0.331953,0.342831,212.664224,1.000000,
0.331937,0.343087,212.349591,1.000000,
0.331957,0.342778,212.683427,1.000000,
0.331919,0.342762,212.712803,1.000000,
0.331933,0.342830,212.636681,1.000000,
0.333855,0.344326,209.287176,2.000000,
0.333866,0.344315,209.283536,2.000000,
0.333875,0.343894,209.643787,2.000000,
0.333872,0.344339,209.304515,2.000000,
0.333871,0.344307,209.298467,2.000000,
0.333851,0.344248,209.306780,2.000000,
0.333855,0.343952,209.620291,2.000000,
0.333868,0.343934,209.635243,2.000000,
0.333861,0.343903,209.653287,2.000000,
0.333851,0.343954,209.630280,2.000000,
0.333880,0.343558,209.655339,2.000000,
0.333857,0.344378,209.248281,2.000000,
0.333853,0.343560,209.633203,2.000000,
0.333873,0.343994,209.629093,2.000000,
0.333863,0.343565,209.637630,2.000000,
0.333849,0.343933,209.655392,2.000000,
0.333865,0.343990,209.612813,2.000000,
0.333862,0.343992,209.600240,2.000000,
0.333871,0.343923,209.646501,2.000000,
0.333848,0.344322,209.279684,2.000000,
0.333883,0.343617,209.627072,2.000000,
0.333851,0.343964,209.638974,2.000000,
0.333842,0.343574,209.638716,2.000000,
0.333878,0.343547,209.659082,2.000000,
0.333868,0.344351,209.263468,2.000000,
0.333861,0.344283,209.277980,2.000000,
0.333820,0.343933,209.629264,2.000000,
0.333847,0.343621,209.608825,2.000000,
0.333879,0.344329,209.311725,2.000000,
0.333876,0.344336,209.255976,2.000000,
0.333873,0.344349,209.234270,2.000000,
0.334799,0.345556,211.277612,3.000000,
0.334815,0.345591,211.184906,3.000000,
0.334771,0.346022,211.216670,3.000000,
0.334798,0.346052,211.181069,3.000000,
0.334815,0.345558,211.231525,3.000000,
0.334813,0.346345,210.885532,3.000000,
0.334764,0.345917,211.215534,3.000000,
0.334806,0.345512,211.259248,3.000000,
0.334783,0.346021,211.184790,3.000000,
0.334774,0.346006,211.164227,3.000000,
0.334777,0.346388,210.821862,3.000000,
0.334783,0.346384,210.787241,3.000000,
0.334778,0.346004,211.216001,3.000000,
0.334807,0.345968,211.235973,3.000000,
0.334795,0.345552,211.241176,3.000000,
0.334749,0.345956,211.203005,3.000000,
0.334762,0.345948,211.170357,3.000000,
0.334804,0.345998,211.188343,3.000000,
0.334778,0.345954,211.228699,3.000000,
0.334805,0.346393,210.780554,3.000000,
0.334798,0.346360,210.860503,3.000000,
0.334809,0.346435,210.825903,3.000000,
0.334787,0.346450,210.771535,3.000000,
0.334827,0.345572,211.234354,3.000000,
0.334798,0.346340,210.847840,3.000000,
0.334796,0.345972,211.196665,3.000000,
0.334778,0.345911,211.215608,3.000000,
0.334801,0.345949,211.202713,3.000000,
0.334802,0.346389,210.877320,3.000000,
0.334796,0.345974,211.171813,3.000000,
0.334803,0.345923,211.208424,3.000000,
0.334810,0.345543,211.206198,3.000000,
0.334808,0.346396,210.844373,3.000000,
0.337642,0.349939,195.239287,4.000000,
0.337648,0.349404,195.464683,4.000000,
0.337666,0.349955,195.222952,4.000000,
0.337632,0.349919,195.215048,4.000000,
0.337645,0.349454,195.298877,4.000000,
0.337672,0.349456,195.312113,4.000000,
0.337814,0.350496,194.959216,4.000000,
0.337657,0.349382,195.349664,4.000000,
0.337646,0.349442,195.333721,4.000000,
0.337673,0.349948,195.341366,4.000000,
0.337617,0.349412,195.282603,4.000000,
0.337668,0.349938,195.569861,4.000000,
0.337645,0.349338,195.354198,4.000000,
0.337656,0.349895,195.261488,4.000000,
0.337673,0.349937,195.297768,4.000000,
0.337621,0.349333,195.282455,4.000000,
0.337607,0.349446,195.237816,4.000000,
0.337663,0.349903,195.252600,4.000000,
0.337658,0.349890,195.423351,4.000000,
0.337750,0.350448,195.121735,4.000000,
0.337673,0.349883,195.365891,4.000000,
0.337752,0.350437,194.891506,4.000000,
0.337648,0.349907,195.279607,4.000000,
0.337672,0.349835,195.317821,4.000000,
0.337738,0.350371,195.042961,4.000000,
0.337657,0.349897,195.404790,4.000000,
0.337682,0.349914,195.609013,4.000000,
0.337622,0.349383,195.278548,4.000000,
0.337642,0.349937,195.327108,4.000000,
0.337662,0.349958,195.191896,4.000000,
0.337662,0.349921,195.307170,4.000000,
0.337655,0.349860,195.308493,4.000000,
0.337614,0.349352,195.346165,4.000000,
0.337638,0.349367,195.292664,4.000000,
0.337627,0.349380,195.291500,4.000000,
0.337783,0.350449,195.022943,4.000000,
0.341761,0.354999,191.067513,5.000000,
0.341936,0.355917,190.730163,5.000000,
0.341780,0.355417,190.977017,5.000000,
0.341930,0.355934,190.414812,5.000000,
0.341731,0.354969,190.952580,5.000000,
0.341959,0.355952,190.886805,5.000000,
0.341914,0.355904,190.581946,5.000000,
0.341768,0.355409,190.953332,5.000000,
0.341959,0.356012,190.573412,5.000000,
0.341973,0.355966,190.953719,5.000000,
0.341718,0.354926,190.971290,5.000000,
0.341829,0.355499,191.056702,5.000000,
0.341761,0.354990,190.901665,5.000000,
0.341764,0.354936,190.931947,5.000000,
0.341726,0.354946,190.890451,5.000000,
0.341955,0.355949,190.796943,5.000000,
0.341935,0.355984,190.678699,5.000000,
0.341841,0.355434,191.458857,5.000000,
0.341783,0.355477,190.850964,5.000000,
0.341919,0.356021,190.389118,5.000000,
0.341803,0.355454,191.094491,5.000000,
0.341929,0.355968,190.516407,5.000000,
0.341930,0.355912,190.732515,5.000000,
0.341785,0.355457,190.875874,5.000000,
0.341808,0.355482,190.936978,5.000000,
0.341948,0.355908,191.106506,5.000000,
0.341734,0.354965,190.921716,5.000000,
0.341797,0.355450,191.021936,5.000000,
0.341937,0.355928,190.505035,5.000000,
0.343425,0.357579,184.362511,6.000000,
